"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDL46","OUT049",1507.76264594009
"FDM20","OUT045",3502.93732464376
"NCI06","OUT010",411.323941782197
"DRM11","OUT035",3454.52494185583
"NCH07","OUT018",2077.74768328362
"FDS23","OUT013",2057.90212379903
"FDO49","OUT018",668.360704166295
"FDS35","OUT049",1192.48215244166
"DRK39","OUT045",1162.99075153411
"DRI39","OUT049",881.273572369074
"FDV04","OUT017",2792.35836587517
"NCN14","OUT035",2896.01445525061
"FDH08","OUT013",4006.23416404319
"FDS20","OUT046",2690.91972137841
"FDV40","OUT049",1155.67460790809
"FDZ48","OUT010",263.20272694858
"FDS24","OUT027",2000.20492817111
"FDK44","OUT049",2491.95831219471
"FDS48","OUT045",2220.70955995873
"FDK26","OUT010",424.155600494292
"FDD23","OUT045",2971.76067944823
"NCH54","OUT017",2674.31652567964
"NCP14","OUT010",286.342998435767
"FDM60","OUT010",135.947707025533
"FDV24","OUT017",2520.94748151318
"FDH08","OUT018",3175.56054804539
"FDS12","OUT027",3221.59994986307
"FDR39","OUT027",3879.66274878025
"FDP12","OUT027",1536.41995435946
"DRF60","OUT027",4671.19062337929
"FDC09","OUT035",1657.52907590145
"FDF50","OUT018",2975.34538173958
"FDG28","OUT035",3889.27692738255
"NCE19","OUT017",991.727120940201
"NCM53","OUT010",248.39697907226
"NCN18","OUT049",1795.2146521395
"FDF32","OUT035",3138.39416845472
"FDF11","OUT013",3759.96585577983
"DRI59","OUT049",3819.70352512031
"NCG54","OUT035",2739.89080952072
"FDM44","OUT046",1459.50253413926
"FDT57","OUT018",2961.20680676182
"FDV24","OUT046",2538.29274220048
"FDI50","OUT019",679.733164511262
"FDS09","OUT035",874.719197740181
"NCC31","OUT027",3646.05915006042
"FDQ07","OUT019",466.081856084331
"FDC22","OUT017",2746.27761676813
"FDZ56","OUT046",2528.68070805521
"FDZ40","OUT019",194.482967760583
"FDS46","OUT027",3076.12608798955
"DRD24","OUT045",2197.88694332424
"FDV45","OUT017",3241.93988002534
"FDL26","OUT045",2325.03307184738
"FDA56","OUT018",1694.97884140327
"FDN27","OUT046",1562.29998961637
"FDM20","OUT049",4197.68828417809
"FDO16","OUT017",1431.23579100641
"FDL03","OUT035",3264.08497329826
"FDE58","OUT046",1678.6867801392
"FDI02","OUT027",3154.80784262209
"NCC55","OUT019",190.10848229988
"FDR03","OUT018",2817.93545832883
"FDB14","OUT017",1317.77126187249
"FDR45","OUT013",3436.243908469
"NCN07","OUT017",2319.73044102262
"FDM51","OUT019",222.260555536962
"FDT52","OUT027",5357.40947886717
"FDL26","OUT046",2353.79071434642
"NCZ42","OUT046",3391.90739170372
"DRI47","OUT019",283.614687543209
"FDW40","OUT013",2184.78333251563
"FDN34","OUT046",2757.11497240138
"FDS01","OUT035",2798.4122352412
"NCG55","OUT045",1876.0817820113
"FDC11","OUT035",1169.36504492554
"FDX35","OUT018",3039.36563214803
"NCB06","OUT046",2453.15086665536
"FDR09","OUT019",491.428862739332
"FDC53","OUT017",1643.087519925
"FDY45","OUT013",3485.97956779769
"FDA22","OUT010",367.388018465424
"FDE02","OUT035",1588.01660449037
"FDW21","OUT045",1505.54490337673
"FDV34","OUT046",1079.22861212548
"FDS59","OUT049",1816.65991840532
"NCW17","OUT017",2196.00298851271
"NCK54","OUT046",1835.48181931737
"FDG17","OUT019",706.370784153183
"FDG35","OUT017",2737.96532077408
"FDD08","OUT010",194.420987501258
"NCO07","OUT017",3454.43026398423
"FDJ10","OUT010",234.282146442055
"FDW36","OUT017",1637.08850147309
"FDW21","OUT010",336.782658294819
"FDY19","OUT017",1930.35094361814
"DRE03","OUT013",775.612137768949
"NCC55","OUT049",604.052561155495
"FDH52","OUT010",174.784835308035
"FDO09","OUT017",3843.81672632914
"FDU43","OUT045",3587.27591536126
"FDX09","OUT010",373.699264071088
"FDH40","OUT019",212.269049003964
"FDW58","OUT017",1766.0623466406
"FDC47","OUT017",3363.03958227082
"NCR41","OUT035",1597.50556640105
"DRG49","OUT035",2982.63865055487
"FDC52","OUT027",3986.3870797577
"FDY13","OUT046",1125.52315190557
"FDY35","OUT013",926.447978047335
"FDI35","OUT017",3130.0596138084
"NCU18","OUT049",2416.69376428584
"FDY33","OUT018",2492.64764451789
"FDC15","OUT027",3514.47647132211
"FDU01","OUT049",2827.02847339117
"NCU42","OUT046",2722.18062045959
"NCV29","OUT018",2334.69668468331
"NCY30","OUT017",2900.91749115543
"FDQ46","OUT049",1778.74585516391
"FDG58","OUT027",4078.12545530958
"FDK33","OUT017",3560.64425063222
"NCD07","OUT045",1850.52451062857
"NCX29","OUT027",3664.1512906854
"NCT42","OUT013",2139.87817203288
"DRN59","OUT035",713.696299691371
"FDI44","OUT035",1201.18507554199
"FDA45","OUT049",1716.78025456646
"FDP31","OUT045",951.318114969465
"FDY01","OUT046",1874.92641835559
"FDT09","OUT018",1761.44970677505
"DRH03","OUT027",2538.23774936902
"FDA36","OUT018",2570.66320482265
"NCF31","OUT017",2536.68805989891
"FDG14","OUT049",2645.49865537246
"FDG28","OUT027",5358.60294834066
"FDU14","OUT049",3630.5576512311
"FDY47","OUT019",350.658837222803
"FDI56","OUT049",1321.06785547855
"DRD01","OUT013",742.369565246262
"FDM22","OUT046",833.091194254535
"FDH33","OUT013",796.527956061431
"DRZ24","OUT013",1970.35452282967
"NCQ38","OUT046",1563.20133705147
"FDO16","OUT027",1826.17325431758
"FDU07","OUT027",4219.03280458907
"NCB07","OUT013",2879.90111451581
"FDU48","OUT045",1876.06251133811
"NCM43","OUT045",2780.85838418149
"FDR31","OUT010",273.378564560867
"DRK49","OUT018",365.193903667687
"NCI30","OUT010",790.204688840844
"DRD60","OUT017",3161.0683303546
"NCG19","OUT046",3122.08024169169
"FDH12","OUT035",1633.32827033008
"FDM32","OUT035",1435.10610775028
"FDM27","OUT035",2715.12046568495
"NCU53","OUT027",3837.94358846379
"NCQ18","OUT046",1496.6014654461
"FDS10","OUT013",2787.08125413838
"FDB33","OUT027",4028.51333572199
"FDI12","OUT013",1130.75820723336
"NCW42","OUT013",3367.75641952187
"NCC06","OUT018",1735.03435160049
"FDW02","OUT017",2269.20064760398
"NCD43","OUT017",1685.5267527158
"FDM57","OUT018",1174.49082403442
"FDA58","OUT017",3099.35782477156
"FDK56","OUT046",2760.48050419683
"FDP52","OUT045",3531.93319922772
"FDW20","OUT018",1622.35934571123
"FDS52","OUT049",1415.21092370845
"NCT29","OUT018",1420.65595209266
"NCL54","OUT013",2564.13841353563
"FDC05","OUT045",3162.45809541008
"FDF34","OUT035",3270.1577233371
"FDP03","OUT027",3098.84593577813
"FDD32","OUT010",214.99497099669
"FDZ10","OUT045",1917.74433716127
"FDZ40","OUT035",831.913243971488
"FDD51","OUT018",656.437553026146
"NCY30","OUT019",370.683069810439
"FDP58","OUT017",3097.79044545311
"FDV49","OUT017",3923.7772204027
"FDY24","OUT019",190.457645845625
"NCO55","OUT017",1836.86067722847
"FDR13","OUT017",2005.3692796317
"FDS51","OUT017",1042.10922984821
"FDP26","OUT045",1739.40038733895
"NCB54","OUT027",3227.69649503239
"FDF32","OUT017",3259.11077433195
"FDN31","OUT018",2556.03502467152
"DRM48","OUT017",612.650877936029
"FDN20","OUT049",2434.71229282831
"DRL01","OUT046",3312.91782542321
"FDV56","OUT049",1782.4758200821
"DRH13","OUT027",3017.42122588776
"FDA03","OUT017",2349.19503386328
"FDF47","OUT027",3351.85394066304
"FDX32","OUT046",2363.42005160405
"FDX57","OUT049",1537.67554558147
"NCA30","OUT045",2836.93523046573
"FDO49","OUT013",604.933631954012
"FDL04","OUT019",238.337057556488
"DRM48","OUT035",625.361491761855
"FDR16","OUT013",3142.6210960173
"NCC19","OUT018",2218.0621191534
"NCE42","OUT045",2959.74651920805
"FDY24","OUT017",980.324665856518
"FDH19","OUT049",2468.84357977425
"FDJ46","OUT013",2786.20051104257
"FDN45","OUT010",395.509249699468
"FDY08","OUT035",2496.98920886101
"FDZ37","OUT035",1405.2326511424
"NCT30","OUT045",809.770070150489
"DRY23","OUT018",897.268409447212
"NCZ30","OUT018",1757.75403601002
"FDC44","OUT018",1301.73999539161
"FDB45","OUT035",1625.05002401809
"FDY04","OUT013",2615.70902816956
"FDM27","OUT046",2602.10192653391
"FDZ43","OUT017",3845.92402762552
"FDT39","OUT019",414.797839764757
"NCC06","OUT019",278.269618059072
"FDL15","OUT027",3964.98954660586
"FDL57","OUT017",4252.35545027172
"FDU08","OUT046",1416.20337843562
"FDK40","OUT017",3853.94638169091
"FDQ12","OUT010",416.888801055575
"FDS48","OUT017",2392.7807106728
"FDP09","OUT045",2919.86250988534
"FDW21","OUT049",1302.40932084655
"FDY25","OUT035",2783.4347179297
"DRE13","OUT017",1417.70424316568
"FDV43","OUT019",151.256649343258
"FDD22","OUT045",1610.43201767736
"FDM46","OUT019",328.234639212221
"NCO30","OUT010",572.87060052165
"FDM25","OUT046",3158.18562863729
"NCN41","OUT049",2124.31585558017
"FDU24","OUT045",1609.78246331438
"FDZ50","OUT046",3114.21836119603
"FDP45","OUT013",4334.4194301115
"NCM54","OUT045",2045.48761315342
"FDW10","OUT019",313.423606039055
"FDP20","OUT017",2087.31062009776
"FDK32","OUT046",2434.12973380774
"FDN52","OUT049",1408.22827704257
"FDM58","OUT045",1823.05031930032
"FDZ46","OUT027",2965.10895106283
"NCA18","OUT018",1478.71730100348
"FDD35","OUT046",1905.57881566122
"NCK31","OUT035",693.657974456398
"FDI40","OUT027",2907.15742858601
"FDT50","OUT019",86.9686086209072
"NCT06","OUT046",2513.00650322534
"FDT31","OUT035",3024.08076541192
"FDT45","OUT049",781.80249945232
"FDT13","OUT045",2906.6673287098
"FDO50","OUT045",1247.37170741563
"NCU18","OUT010",333.968611444004
"NCR54","OUT049",3314.21913785521
"NCO18","OUT018",2393.35301438274
"FDU09","OUT045",892.027705738547
"FDT13","OUT018",2496.52875328438
"FDE09","OUT046",1608.2628549806
"NCK53","OUT019",296.03524632942
"FDG45","OUT049",3601.75951582762
"DRH15","OUT035",842.655920151921
"FDO21","OUT019",519.805074326858
"FDD14","OUT027",3489.16123309996
"FDC09","OUT046",1599.46916203073
"FDH45","OUT027",1087.46486736218
"FDV32","OUT046",1074.79571336074
"FDG12","OUT035",2261.90007060436
"FDS32","OUT013",2268.5998221828
"NCL55","OUT018",3145.45785071267
"DRE01","OUT035",3068.75547757231
"DRE15","OUT049",1195.9838591974
"NCL42","OUT045",3389.83794017963
"FDP31","OUT013",1209.46678818558
"FDN33","OUT018",1569.79350246254
"FDZ59","OUT046",3149.90916291674
"FDE45","OUT010",260.362474009845
"FDJ07","OUT013",1585.17042257247
"FDQ45","OUT018",2685.29539973799
"FDM33","OUT027",4471.36060471582
"FDO15","OUT010",164.268576847209
"FDM46","OUT013",1728.32265555212
"FDR03","OUT045",3417.88782841318
"FDY49","OUT018",2084.80979113031
"FDQ60","OUT045",2105.9940957541
"FDW10","OUT049",2104.14909106441
"FDO51","OUT049",434.752772229241
"FDJ40","OUT018",1336.63174760877
"FDS20","OUT018",2530.31993790003
"FDU45","OUT013",1884.96767413817
"FDV02","OUT035",2652.57192675216
"FDN09","OUT046",3293.5503602357
"NCM55","OUT027",4474.18310102951
"FDN23","OUT018",2037.18686432662
"FDY31","OUT010",283.607064662661
"FDW03","OUT010",269.796867149725
"FDD14","OUT046",2478.40769024887
"FDV23","OUT017",2050.67366540739
"DRI03","OUT045",2560.89943887467
"FDN13","OUT035",1501.79750761439
"FDF45","OUT027",1727.80138708344
"FDU46","OUT035",1341.64244730424
"FDB57","OUT049",3271.87093066895
"FDV12","OUT049",1577.11648352586
"FDQ58","OUT013",2107.89902104322
"NCA18","OUT017",1922.88793041752
"FDH52","OUT049",765.280741993322
"FDM24","OUT018",2148.78411004809
"NCP43","OUT027",4324.74049436155
"NCO18","OUT019",327.863513484928
"FDM32","OUT017",1526.6606106436
"NCL07","OUT017",550.216795090919
"FDK03","OUT013",3910.65182763184
"FDP59","OUT017",1471.47948523233
"FDQ24","OUT049",3734.0049685223
"FDQ16","OUT018",1376.34626226483
"FDU44","OUT013",2353.81281461988
"FDH28","OUT010",118.979027471949
"FDV28","OUT019",165.666073136806
"FDM22","OUT045",808.391786161919
"FDR56","OUT046",3195.38811425696
"FDV39","OUT049",3236.81186000579
"FDU37","OUT019",126.093491294009
"FDQ11","OUT010",714.796213160416
"FDX02","OUT045",3379.31942683486
"NCS42","OUT018",1216.20730309289
"FDY57","OUT027",2375.40392836388
"FDB21","OUT049",3617.5810807014
"FDE28","OUT017",3726.7817564594
"FDQ55","OUT017",1937.40157901826
"FDA48","OUT049",3605.65147256804
"FDZ19","OUT045",2408.30266982569
"NCC43","OUT045",3146.72078191407
"NCV18","OUT046",1652.72121653477
"NCA42","OUT018",2159.66124790847
"FDY45","OUT046",3228.18622112571
"NCC30","OUT045",2870.60972341009
"FDM57","OUT013",1316.21089184007
"FDL09","OUT010",274.626113146676
"FDB09","OUT027",3467.28757382224
"FDT44","OUT035",1849.38394715306
"NCT06","OUT027",4072.20939985041
"FDX26","OUT049",2638.40916173932
"FDK32","OUT013",2417.14610808917
"DRA12","OUT046",2181.31170535233
"FDO46","OUT010",583.24622606669
"FDE52","OUT013",922.633223636993
"NCH42","OUT045",3206.51010650791
"FDV08","OUT035",685.849748607372
"FDB47","OUT018",2502.79674133842
"FDC28","OUT010",248.236461771177
"FDD22","OUT046",1765.27388064456
"FDS07","OUT027",3315.00378642206
"DRI13","OUT045",3209.97362022116
"FDG32","OUT018",2648.27112467218
"FDU14","OUT017",4006.21025694933
"FDD28","OUT019",200.773342857593
"NCP41","OUT017",1866.24466633792
"FDS08","OUT049",2782.61438378737
"FDX47","OUT045",2835.86523543302
"FDC53","OUT019",248.163057101128
"FDQ19","OUT035",3949.46911150932
"FDL14","OUT045",2588.95538724724
"FDM33","OUT019",425.641044090835
"FDA51","OUT045",1943.33712487621
"FDZ27","OUT018",475.39466912543
"FDT04","OUT046",604.784134400502
"DRC13","OUT049",1927.44250704303
"FDR16","OUT027",5129.36914775346
"FDQ03","OUT027",5455.32189433337
"FDE38","OUT035",2542.97025162433
"DRH23","OUT027",1528.62573879401
"FDT11","OUT019",720.532025809132
"FDD09","OUT035",2862.82733825642
"FDR40","OUT045",1195.17433624714
"FDX07","OUT017",3029.22746404114
"FDR07","OUT035",1381.57314085352
"FDA51","OUT017",2067.22787501055
"FDT59","OUT019",727.996452363007
"FDF20","OUT017",3208.85826465981
"FDR13","OUT045",1812.84795930852
"FDY26","OUT049",3051.00717677017
"FDW04","OUT017",2136.73990972002
"FDK52","OUT017",3667.72859057257
"FDN60","OUT049",2613.5046941462
"FDM09","OUT019",458.735896363832
"FDP46","OUT049",1338.77456891353
"FDB50","OUT019",260.599551379961
"NCQ29","OUT049",3909.73205581577
"FDP16","OUT027",4507.92503878212
"FDX33","OUT018",2392.16986163237
"FDP07","OUT010",394.416999105457
"FDN22","OUT046",3299.1042804511
"FDF39","OUT049",4271.46887276321
"FDS21","OUT017",1164.1133019946
"NCM42","OUT013",1535.87225874265
"FDK50","OUT019",396.107079335465
"DRF13","OUT027",3995.49632402359
"FDH35","OUT018",2177.59159446653
"FDP60","OUT018",1122.12538040688
"DRJ49","OUT027",3460.06424887431
"NCT42","OUT019",544.957431380807
"FDE38","OUT049",2852.49006132155
"FDI04","OUT049",3418.77772536317
"NCH54","OUT045",2526.17313839773
"FDT56","OUT049",917.432064507918
"DRD15","OUT018",3145.29407190442
"FDV58","OUT013",2888.77577207808
"FDP21","OUT049",3150.9916583411
"FDH05","OUT013",3620.21679763778
"FDR10","OUT027",3830.25843118586
"NCP06","OUT045",2378.18638051256
"FDF33","OUT049",1579.7768343536
"DRK37","OUT013",2447.75950084605
"DRH49","OUT045",1228.72378505993
"FDT58","OUT013",2832.00880786492
"FDD41","OUT018",1372.7145960242
"FDP40","OUT018",1572.22143354071
"FDM51","OUT027",2731.51120696299
"FDO45","OUT010",219.784009864529
"FDW33","OUT010",234.630226560256
"FDY24","OUT045",872.413877905565
"FDB10","OUT010",500.722687822458
"FDM40","OUT035",2546.81956167782
"NCI06","OUT017",2976.45923910699
"FDW12","OUT019",493.830772734796
"FDX48","OUT027",3440.0669626373
"NCW05","OUT027",2494.59497620112
"FDX27","OUT017",1378.07341207091
"DRM37","OUT045",2871.66569554722
"FDA38","OUT045",3475.50428763775
"FDR36","OUT046",903.96845528277
"FDZ45","OUT046",2874.54830707517
"FDG05","OUT017",2586.1612752101
"FDK28","OUT013",4417.18776471979
"FDV47","OUT045",1152.16150799541
"FDN21","OUT045",2351.55658329279
"FDP20","OUT027",3234.87038520674
"FDI35","OUT045",2769.80622581422
"DRY23","OUT013",652.775505765676
"FDA56","OUT017",2048.19990578782
"FDB09","OUT013",1977.21718414866
"NCO26","OUT027",2914.63028725576
"FDQ49","OUT018",1923.86764437432
"FDI52","OUT027",3199.40225263776
"FDZ44","OUT027",3159.46765016438
"FDZ09","OUT018",2459.00261796591
"FDY03","OUT049",1831.88398246659
"NCG42","OUT017",2217.55065604064
"DRI13","OUT027",4399.30957573115
"FDQ32","OUT013",1954.10068539403
"FDW16","OUT035",1450.11841887672
"FDU27","OUT046",748.667207529162
"FDR28","OUT010",225.742247973069
"FDQ49","OUT010",346.485967728949
"FDS37","OUT046",1772.43602467228
"FDW26","OUT018",3025.02713066554
"FDX12","OUT018",2326.86877042118
"NCP06","OUT013",2235.69299941982
"FDW45","OUT010",281.711573133537
"NCN30","OUT049",1713.03711175924
"FDN24","OUT049",862.748852273327
"NCL41","OUT027",979.260087779258
"FDR02","OUT019",272.774007273205
"FDD09","OUT010",360.212035157555
"FDS33","OUT010",285.537670538903
"FDU22","OUT045",1798.22112406802
"FDI53","OUT013",2455.28539600941
"DRH01","OUT049",2428.54947366624
"FDX32","OUT013",2314.69242395329
"NCP30","OUT018",600.333746674432
"FDB60","OUT045",2929.9977698072
"FDB14","OUT049",1381.363532225
"NCP02","OUT035",916.863127702921
"FDJ10","OUT017",2070.62660509108
"FDG34","OUT046",1821.41734758637
"NCB18","OUT017",1514.97894484435
"FDM16","OUT049",861.937092792228
"FDW25","OUT018",1214.35214419172
"FDB35","OUT010",261.443981308017
"DRN11","OUT013",2381.42022333568
"FDF41","OUT019",645.824538533096
"FDH16","OUT045",1200.57369127153
"NCQ50","OUT018",2803.68713898396
"DRH23","OUT018",691.973397189778
"DRJ37","OUT013",2552.49744559955
"DRJ24","OUT027",4203.15241184719
"FDY16","OUT035",2952.36980623404
"FDQ27","OUT045",1572.72097365289
"FDZ33","OUT045",2129.46373282586
"FDF29","OUT045",2072.07667513924
"FDA08","OUT049",2729.79109476707
"FDG31","OUT046",1018.22727202298
"FDE34","OUT019",466.729925109271
"NCR30","OUT027",1709.08262373424
"FDV33","OUT035",3939.88427824335
"DRZ24","OUT018",1761.4429862525
"NCL54","OUT035",2801.19306178319
"FDR12","OUT049",3205.62051437951
"NCC54","OUT046",3393.86404600172
"DRN59","OUT013",547.688761982784
"FDX50","OUT019",274.983795873563
"FDV31","OUT027",4725.75229227064
"NCA29","OUT027",4159.19242132652
"FDW60","OUT049",3415.02829517738
"FDX08","OUT017",3062.48535476234
"DRD49","OUT013",3558.31598342895
"FDD33","OUT046",3265.89858159446
"FDW35","OUT013",490.96053854991
"FDJ36","OUT017",1579.60364830337
"FDV51","OUT035",2720.31834813155
"FDW36","OUT046",1786.5954014094
"FDH35","OUT046",2258.94809088859
"NCS30","OUT027",3198.77985116955
"FDN49","OUT017",522.29431420021
"FDL08","OUT018",3268.75626068149
"FDI09","OUT013",3726.02006534845
"FDP19","OUT018",1716.5322195221
"FDU21","OUT010",128.209156695845
"NCP41","OUT045",1741.18258400172
"FDY10","OUT013",1964.24616273212
"FDP12","OUT018",556.10112306137
"NCN26","OUT049",1873.9744659954
"FDK44","OUT013",2884.8278012236
"FDC28","OUT049",1577.92114277068
"FDJ41","OUT027",4707.98336216213
"NCT29","OUT035",1972.7992003277
"NCH42","OUT019",472.334293580279
"FDU60","OUT018",1894.57501407488
"FDS02","OUT045",3314.47203720198
"FDC51","OUT046",2048.56075128793
"FDU03","OUT013",3379.77136666682
"FDX39","OUT045",3468.46840273684
"NCY05","OUT010",169.828625646755
"NCL06","OUT027",4991.71324335853
"FDD32","OUT035",1231.72065877869
"NCN41","OUT045",1951.41183949352
"NCX53","OUT049",2514.50920258771
"FDU57","OUT019",345.259425579817
"FDQ23","OUT046",1651.33230838105
"FDQ52","OUT045",3600.85192784153
"FDC14","OUT045",557.816027643858
"FDY09","OUT035",2916.96874371483
"FDQ28","OUT045",2408.39580003341
"FDV25","OUT046",3487.25344444344
"FDJ07","OUT035",1727.46171350115
"DRB25","OUT049",1751.75587618078
"FDK52","OUT019",322.677139974419
"FDY52","OUT027",1250.18119527193
"FDB28","OUT046",2992.7273521598
"FDT36","OUT035",602.758146621233
"FDV25","OUT017",3366.80505521897
"NCN07","OUT027",3252.98994231825
"FDC57","OUT017",3103.49891896869
"FDQ03","OUT018",3322.8665109774
"FDU23","OUT017",2704.50725259796
"NCX41","OUT035",3101.29541796658
"NCD06","OUT035",767.107978215075
"FDW08","OUT045",1828.724529446
"NCU29","OUT017",2419.23199672193
"NCE06","OUT013",2311.65520983328
"FDV52","OUT010",320.183241928403
"FDB02","OUT017",3053.13062816983
"NCR18","OUT045",605.475948476603
"FDK16","OUT049",1380.21035312126
"NCQ29","OUT010",838.57710388698
"FDZ01","OUT019",268.500042075414
"FDW27","OUT035",2480.56037934616
"FDD17","OUT018",3269.00357278347
"FDW39","OUT013",2565.44379862945
"DRH59","OUT045",1002.91517160051
"FDS52","OUT013",1235.48129082698
"FDU40","OUT027",4065.36474863278
"NCF54","OUT013",2636.00774882952
"FDH46","OUT045",1546.80863662314
"NCP14","OUT049",1847.83500749836
"FDH50","OUT049",3166.50974214538
"DRF15","OUT010",351.711323824626
"FDV27","OUT027",2163.02245730789
"NCJ06","OUT049",2179.68129013559
"FDN02","OUT018",2513.58740290967
"FDQ51","OUT049",786.88193168115
"FDQ07","OUT017",3640.22701142367
