"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDO16","OUT035",1293.61668803199
"FDC60","OUT049",1396.57311599693
"FDA48","OUT018",3099.75407178263
"FDZ36","OUT027",4547.1075925503
"FDK27","OUT045",1849.26502784192
"FDW23","OUT018",482.87372791981
"FDM14","OUT018",1495.63927514506
"FDM14","OUT013",1516.70522563018
"FDW60","OUT018",2538.87018049715
"FDE21","OUT013",1678.79165414257
"NCM42","OUT035",1836.32513836023
"FDY59","OUT010",188.112990348886
"DRI49","OUT049",1354.28404175358
"FDT28","OUT019",340.018724537452
"FDQ22","OUT018",445.166834433793
"FDR60","OUT049",1233.59397069209
"FDC50","OUT019",277.525171404023
"FDV24","OUT013",2384.52996888912
"DRF48","OUT010",407.003918702837
"FDQ47","OUT046",766.769790621282
"DRN36","OUT049",1553.07242187253
"NCY06","OUT035",2216.27645712513
"FDE52","OUT035",1482.67384297029
"NCB54","OUT045",2087.11663656335
"NCF31","OUT035",2653.45917350416
"FDJ08","OUT027",4619.04236940895
"NCC07","OUT017",1683.75785849788
"NCD19","OUT027",1406.0096958417
"FDL46","OUT049",1637.53975701962
"FDM20","OUT045",3624.12773759187
"NCI06","OUT010",414.461410753019
"DRM11","OUT035",3787.75186937942
"NCH07","OUT018",2251.98649810708
"FDS23","OUT013",1968.56393807531
"FDO49","OUT018",639.992712255751
"FDS35","OUT049",1047.44222240335
"DRK39","OUT045",1235.42805654436
"DRI39","OUT049",913.764492964553
"FDV04","OUT017",2807.81435081317
"NCN14","OUT035",2586.22764616875
"FDH08","OUT013",4055.4237085408
"FDS20","OUT046",3142.35351080656
"FDV40","OUT049",1143.23120595547
"FDZ48","OUT010",223.049623164697
"FDS24","OUT027",2334.20956715918
"FDK44","OUT049",2548.12624092327
"FDS48","OUT045",2428.54407810268
"FDK26","OUT010",403.31798726175
"FDD23","OUT045",2874.65276666864
"NCH54","OUT017",2813.72642240655
"NCP14","OUT010",213.931462953024
"FDM60","OUT010",139.509510175853
"FDV24","OUT017",2594.91703365627
"FDH08","OUT018",3218.28445735822
"FDS12","OUT027",3458.24983298812
"FDR39","OUT027",3687.11167940244
"FDP12","OUT027",991.475500056696
"DRF60","OUT027",4451.4976167941
"FDC09","OUT035",1752.21927309047
"FDF50","OUT018",2924.95281944862
"FDG28","OUT035",3608.79164182915
"NCE19","OUT017",865.18024802921
"NCM53","OUT010",256.850417906994
"NCN18","OUT049",1817.1793296989
"FDF32","OUT035",3293.57177301835
"FDF11","OUT013",3807.3952477818
"DRI59","OUT049",4058.36225628255
"NCG54","OUT035",2953.90581773077
"FDM44","OUT046",1622.61359167629
"FDT57","OUT018",3163.73887196026
"FDV24","OUT046",2461.67284985332
"FDI50","OUT019",509.433362172833
"FDS09","OUT035",844.822663603707
"NCC31","OUT027",3928.03606181742
"FDQ07","OUT019",498.367214856007
"FDC22","OUT017",3320.13677069286
"FDZ56","OUT046",2642.84885850719
"FDZ40","OUT019",247.627697349259
"FDS46","OUT027",3105.16254622354
"DRD24","OUT045",2287.81394449217
"FDV45","OUT017",3270.86289219456
"FDL26","OUT045",2609.78799041606
"FDA56","OUT018",1710.86373314168
"FDN27","OUT046",1538.52042645412
"FDM20","OUT049",4240.37833941108
"FDO16","OUT017",1289.05829109347
"FDL03","OUT035",3301.17582726128
"FDE58","OUT046",1525.12844203415
"FDI02","OUT027",3024.48844698346
"NCC55","OUT019",225.169659694508
"FDR03","OUT018",2732.72489686496
"FDB14","OUT017",1513.79967422908
"FDR45","OUT013",4074.89481059954
"NCN07","OUT017",2110.03516120448
"FDM51","OUT019",279.102123203287
"FDT52","OUT027",5025.94117998313
"FDL26","OUT046",2338.22095287709
"NCZ42","OUT046",3780.67689560105
"DRI47","OUT019",330.912695164844
"FDW40","OUT013",2399.37142273666
"FDN34","OUT046",2302.09674013403
"FDS01","OUT035",2895.97247938758
"NCG55","OUT045",1962.54385348062
"FDC11","OUT035",1366.75772461068
"FDX35","OUT018",3231.18456779559
"NCB06","OUT046",2269.95575330911
"FDR09","OUT019",653.785330738221
"FDC53","OUT017",1558.5040195586
"FDY45","OUT013",3287.1207152028
"FDA22","OUT010",352.48312524756
"FDE02","OUT035",1566.65615508358
"FDW21","OUT045",1472.80808098377
"FDV34","OUT046",1179.77477163924
"FDS59","OUT049",1787.00034976766
"NCW17","OUT017",2135.06721556768
"NCK54","OUT046",1954.21259695109
"FDG17","OUT019",565.558398412046
"FDG35","OUT017",2649.72594064792
"FDD08","OUT010",121.37385091671
"NCO07","OUT017",3567.03729427016
"FDJ10","OUT010",286.104002238968
"FDW36","OUT017",1735.90611676934
"FDW21","OUT010",188.349437522771
"FDY19","OUT017",2002.85758413463
"DRE03","OUT013",638.00124439288
"NCC55","OUT049",567.58664933718
"FDH52","OUT010",140.046382889671
"FDO09","OUT017",3863.93925038349
"FDU43","OUT045",3502.46231550744
"FDX09","OUT010",373.836833835498
"FDH40","OUT019",263.695787036866
"FDW58","OUT017",1706.97448357433
"FDC47","OUT017",3724.99847587248
"NCR41","OUT035",1565.33896889528
"DRG49","OUT035",3603.71022048325
"FDC52","OUT027",3867.3091974368
"FDY13","OUT046",1205.62675199614
"FDY35","OUT013",563.501665447099
"FDI35","OUT017",3155.19244552475
"NCU18","OUT049",2514.14210385786
"FDY33","OUT018",2281.15382634778
"FDC15","OUT027",3967.00087604228
"FDU01","OUT049",2836.52922666924
"NCU42","OUT046",2968.10997659601
"NCV29","OUT018",2393.20827399444
"NCY30","OUT017",2922.40966100399
"FDQ46","OUT049",1803.97098390325
"FDG58","OUT027",3955.61209988732
"FDK33","OUT017",3596.10596821599
"NCD07","OUT045",1918.08603780788
"NCX29","OUT027",3760.38692625393
"NCT42","OUT013",2209.12763585515
"DRN59","OUT035",748.628421171318
"FDI44","OUT035",1345.53357741927
"FDA45","OUT049",2672.76090019809
"FDP31","OUT045",1007.68433351163
"FDY01","OUT046",1962.21158597119
"FDT09","OUT018",1780.5931691672
"DRH03","OUT027",2548.83244758007
"FDA36","OUT018",2687.33826683444
"NCF31","OUT017",2688.29560199712
"FDG14","OUT049",2575.57247987009
"FDG28","OUT027",5023.04814629425
"FDU14","OUT049",3714.03728796401
"FDY47","OUT019",316.141414796846
"FDI56","OUT049",1426.49660132931
"DRD01","OUT013",910.041141999046
"FDM22","OUT046",917.175895296443
"FDH33","OUT013",702.893345688018
"DRZ24","OUT013",1844.07902619463
"NCQ38","OUT046",1746.07410554819
"FDO16","OUT027",2205.46850955859
"FDU07","OUT027",3843.90815735754
"NCB07","OUT013",3259.5795933655
"FDU48","OUT045",2253.02086288756
"NCM43","OUT045",2789.79416237035
"FDR31","OUT010",280.981308565999
"DRK49","OUT018",503.419203716058
"NCI30","OUT010",695.172352206607
"DRD60","OUT017",3143.9203954964
"NCG19","OUT046",3374.03894719227
"FDH12","OUT035",1723.66380024819
"FDM32","OUT035",1537.73231975885
"FDM27","OUT035",2721.65308746539
"NCU53","OUT027",4206.28199940767
"NCQ18","OUT046",1656.35211068138
"FDS10","OUT013",3159.72820892423
"FDB33","OUT027",3952.01794430656
"FDI12","OUT013",1249.37370511408
"NCW42","OUT013",3758.66353303621
"NCC06","OUT018",1805.96547634214
"FDW02","OUT017",2126.75938861633
"NCD43","OUT017",1731.32409377615
"FDM57","OUT018",1138.43503796104
"FDA58","OUT017",3666.16541806203
"FDK56","OUT046",3022.5434450956
"FDP52","OUT045",3422.66162167482
"FDW20","OUT018",1653.38314326581
"FDS52","OUT049",1543.68905554687
"NCT29","OUT018",1651.81839715226
"NCL54","OUT013",3004.95793149247
"FDC05","OUT045",3060.62755659612
"FDF34","OUT035",3164.41807571372
"FDP03","OUT027",3286.68863853498
"FDD32","OUT010",186.10788148746
"FDZ10","OUT045",2158.73529607535
"FDZ40","OUT035",845.527416328547
"FDD51","OUT018",593.402794177464
"NCY30","OUT019",411.853687758916
"FDP58","OUT017",3603.89923470272
"FDV49","OUT017",3816.77338514152
"FDY24","OUT019",246.158860142432
"NCO55","OUT017",1815.27129803591
"FDR13","OUT017",1970.38525719112
"FDS51","OUT017",929.994655748929
"FDP26","OUT045",1499.67464463325
"NCB54","OUT027",3388.32275231286
"FDF32","OUT017",3405.95815823577
"FDN31","OUT018",2660.94604766862
"DRM48","OUT017",540.20783102476
"FDN20","OUT049",2688.23422172932
"DRL01","OUT046",3472.49818155954
"FDV56","OUT049",1744.19083376388
"DRH13","OUT027",2828.83671653407
"FDA03","OUT017",2519.88718181866
"FDF47","OUT027",4067.95477033477
"FDX32","OUT046",2438.09644588781
"FDX57","OUT049",1577.98178110956
"NCA30","OUT045",2244.23045348905
"FDO49","OUT013",649.928283180718
"FDL04","OUT019",287.1026832352
"DRM48","OUT035",646.144624328632
"FDR16","OUT013",3561.8538348224
"NCC19","OUT018",2713.12897481767
"NCE42","OUT045",3218.73149611185
"FDY24","OUT017",881.406459355313
"FDH19","OUT049",2460.25466176776
"FDJ46","OUT013",2754.05466807897
"FDN45","OUT010",608.849315325386
"FDY08","OUT035",2435.63645304812
"FDZ37","OUT035",1408.18418842464
"NCT30","OUT045",811.92027009993
"DRY23","OUT018",520.711460975223
"NCZ30","OUT018",1679.7851482959
"FDC44","OUT018",1678.9816780281
"FDB45","OUT035",1780.61509074758
"FDY04","OUT013",2667.61246017812
"FDM27","OUT046",2651.13205881636
"FDZ43","OUT017",3766.48584114874
"FDT39","OUT019",351.472963621233
"NCC06","OUT019",311.070143295038
"FDL15","OUT027",3879.72968509424
"FDL57","OUT017",3884.88617141782
"FDU08","OUT046",1565.96981841457
"FDK40","OUT017",3798.61605954457
"FDQ12","OUT010",581.899917463199
"FDS48","OUT017",2625.50921330298
"FDP09","OUT045",3269.20666073087
"FDW21","OUT049",1525.51676958336
"FDY25","OUT035",2947.46201440357
"DRE13","OUT017",1350.89402365465
"FDV43","OUT019",228.952464961939
"FDD22","OUT045",1725.54703854621
"FDM46","OUT019",277.641628908078
"NCO30","OUT010",454.205588204202
"FDM25","OUT046",3044.50088993046
"NCN41","OUT049",2141.91105221807
"FDU24","OUT045",1437.40548107289
"FDZ50","OUT046",3202.74115517473
"FDP45","OUT013",3741.48463073404
"NCM54","OUT045",2061.39364904303
"FDW10","OUT019",395.928767957998
"FDP20","OUT017",2192.91219594406
"FDK32","OUT046",2556.26685014472
"FDN52","OUT049",1424.33669335162
"FDM58","OUT045",1861.66781206716
"FDZ46","OUT027",2950.01909244054
"NCA18","OUT018",1610.75214237019
"FDD35","OUT046",1964.34686837614
"NCK31","OUT035",794.977341859527
"FDI40","OUT027",2748.61676012097
"FDT50","OUT019",280.598224739411
"NCT06","OUT046",2472.08366301571
"FDT31","OUT035",3226.62239296826
"FDT45","OUT049",793.147738250134
"FDT13","OUT045",2877.21814091601
"FDO50","OUT045",1518.94815635475
"NCU18","OUT010",307.193133051617
"NCR54","OUT049",2928.52788872151
"NCO18","OUT018",2390.78595768715
"FDU09","OUT045",883.59213952865
"FDT13","OUT018",2562.18228033452
"FDE09","OUT046",1769.62397610876
"NCK53","OUT019",278.289112237531
"FDG45","OUT049",3850.07900331141
"DRH15","OUT035",737.909153494709
"FDO21","OUT019",493.108220212178
"FDD14","OUT027",3791.87154568368
"FDC09","OUT046",1682.17410336525
"FDH45","OUT027",1210.75522467008
"FDV32","OUT046",1108.74835977042
"FDG12","OUT035",1945.93242172318
"FDS32","OUT013",2292.55441615618
"NCL55","OUT018",3357.56465743763
"DRE01","OUT035",3631.96166094956
"DRE15","OUT049",1170.59967833075
"NCL42","OUT045",3409.43435823514
"FDP31","OUT013",860.711955400228
"FDN33","OUT018",1338.82482487328
"FDZ59","OUT046",2806.57225530553
"FDE45","OUT010",386.826480953271
"FDJ07","OUT013",1731.41366346405
"FDQ45","OUT018",2535.53349251699
"FDM33","OUT027",3964.23669628979
"FDO15","OUT010",171.869342071597
"FDM46","OUT013",1843.76823315828
"FDR03","OUT045",3209.66313622279
"FDY49","OUT018",2207.66834919523
"FDQ60","OUT045",1759.74493722617
"FDW10","OUT049",2483.41473032959
"FDO51","OUT049",690.452760793555
"FDJ40","OUT018",1483.71000360439
"FDS20","OUT018",2595.30804760954
"FDU45","OUT013",1855.59104972915
"FDV02","OUT035",2936.73255029619
"FDN09","OUT046",3513.67651953245
"NCM55","OUT027",4484.40335863572
"FDN23","OUT018",2077.70669259131
"FDY31","OUT010",274.27362027046
"FDW03","OUT010",196.474937851482
"FDD14","OUT046",2598.24010228206
"FDV23","OUT017",2183.68564490351
"DRI03","OUT045",2465.00603264074
"FDN13","OUT035",1733.8515862986
"FDF45","OUT027",1548.10814895198
"FDU46","OUT035",1437.77882161613
"FDB57","OUT049",3308.01390964017
"FDV12","OUT049",1629.47774415536
"FDQ58","OUT013",2338.83562331766
"NCA18","OUT017",1984.83545321923
"FDH52","OUT049",948.855169978472
"FDM24","OUT018",2167.26496925586
"NCP43","OUT027",4347.57314635026
"NCO18","OUT019",387.983423691648
"FDM32","OUT017",1470.47993713339
"NCL07","OUT017",527.086972890147
"FDK03","OUT013",3710.10203811567
"FDP59","OUT017",1693.50626770437
"FDQ24","OUT049",3769.10624076246
"FDQ16","OUT018",1473.84958354986
"FDU44","OUT013",2410.96130783375
"FDH28","OUT010",127.708741048193
"FDV28","OUT019",226.320354783893
"FDM22","OUT045",901.584616106408
"FDR56","OUT046",2799.41583223365
"FDV39","OUT049",3503.29352520241
"FDU37","OUT019",263.644418921494
"FDQ11","OUT010",694.902460795996
"FDX02","OUT045",3355.53338572428
"NCS42","OUT018",1280.5113259314
"FDY57","OUT027",2890.68352153574
"FDB21","OUT049",3856.57948217043
"FDE28","OUT017",3681.47686990357
"FDQ55","OUT017",1901.89892981064
"FDA48","OUT049",3974.34479889938
"FDZ19","OUT045",2494.71034528599
"NCC43","OUT045",3743.47229652726
"NCV18","OUT046",1365.25215974825
"NCA42","OUT018",2204.11899414697
"FDY45","OUT046",3787.88577024192
"NCC30","OUT045",2963.76664317983
"FDM57","OUT013",1510.76294377918
"FDL09","OUT010",403.880517867813
"FDB09","OUT027",3271.64719684307
"FDT44","OUT035",2079.60176181484
"NCT06","OUT027",4089.73046636287
"FDX26","OUT049",2778.69146761837
"FDK32","OUT013",2519.82037734271
"DRA12","OUT046",2313.61334778248
"FDO46","OUT010",419.869355818698
"FDE52","OUT013",1204.44480636838
"NCH42","OUT045",3419.08778114705
"FDV08","OUT035",629.1327289884
"FDB47","OUT018",2974.07015311541
"FDC28","OUT010",204.017995331491
"FDD22","OUT046",1853.03080112137
"FDS07","OUT027",3089.45268415112
"DRI13","OUT045",3268.4364641668
"FDG32","OUT018",3470.98272292184
"FDU14","OUT017",3869.49909729893
"FDD28","OUT019",245.946392743963
"NCP41","OUT017",1816.0634386784
"FDS08","OUT049",2977.24985254637
"FDX47","OUT045",2290.34911150825
"FDC53","OUT019",306.774033964715
"FDQ19","OUT035",3549.16901752387
"FDL14","OUT045",2318.64961122371
"FDM33","OUT019",497.588330070415
"FDA51","OUT045",1764.70225424178
"FDZ27","OUT018",604.75648486978
"FDT04","OUT046",734.297526184028
"DRC13","OUT049",2032.67973725792
"FDR16","OUT027",4839.29597971442
"FDQ03","OUT027",4133.75973632549
"FDE38","OUT035",2567.07247362149
"DRH23","OUT027",1639.40002656699
"FDT11","OUT019",440.306588212183
"FDD09","OUT035",2992.32109191485
"FDR40","OUT045",1297.7600087648
"FDX07","OUT017",3150.30886585397
"FDR07","OUT035",1645.53979698476
"FDA51","OUT017",2009.64333816619
"FDT59","OUT019",518.939243491898
"FDF20","OUT017",3343.64462171974
"FDR13","OUT045",1808.83062197877
"FDY26","OUT049",3124.97484770068
"FDW04","OUT017",2240.24442426964
"FDK52","OUT017",3754.11515956361
"FDN60","OUT049",2771.40492931976
"FDM09","OUT019",374.847627161304
"FDP46","OUT049",1397.9727446634
"FDB50","OUT019",264.523981164759
"NCQ29","OUT049",3902.87843337454
"FDP16","OUT027",4075.89483524676
"FDX33","OUT018",2296.2057571917
"FDP07","OUT010",470.316153712522
"FDN22","OUT046",3761.87195913529
"FDF39","OUT049",3920.4906658076
"FDS21","OUT017",914.045405941198
"NCM42","OUT013",1536.16100062101
"FDK50","OUT019",398.528301517153
"DRF13","OUT027",3761.60271874254
"FDH35","OUT018",2302.22822628682
"FDP60","OUT018",1353.43202999055
"DRJ49","OUT027",3372.89011117422
"NCT42","OUT019",336.122203715403
"FDE38","OUT049",2819.68219949846
"FDI04","OUT049",3595.13307637999
"NCH54","OUT045",2655.8821754091
"FDT56","OUT049",935.056300206257
"DRD15","OUT018",3236.77714224094
"FDV58","OUT013",3091.29290198199
"FDP21","OUT049",3323.95577793205
"FDH05","OUT013",3400.04953731877
"FDR10","OUT027",3993.88511407466
"NCP06","OUT045",2200.96904462723
"FDF33","OUT049",1655.23404066756
"DRK37","OUT013",3114.49628906394
"DRH49","OUT045",1403.26098233213
"FDT58","OUT013",2687.36079511068
"FDD41","OUT018",1481.88036257115
"FDP40","OUT018",1554.96474278001
"FDM51","OUT027",2676.33678554876
"FDO45","OUT010",176.513741433499
"FDW33","OUT010",204.508167460108
"FDY24","OUT045",896.217215735682
"FDB10","OUT010",622.433983744845
"FDM40","OUT035",2400.44748298167
"NCI06","OUT017",3154.15666563164
"FDW12","OUT019",337.452713252236
"FDX48","OUT027",3912.98584779512
"NCW05","OUT027",3542.07518280962
"FDX27","OUT017",1531.87727799755
"DRM37","OUT045",3053.64985618195
"FDA38","OUT045",3526.85406296222
"FDR36","OUT046",793.380644928637
"FDZ45","OUT046",2751.49048780046
"FDG05","OUT017",2794.50718841561
"FDK28","OUT013",4592.50717321955
"FDV47","OUT045",1428.22595367221
"FDN21","OUT045",2673.19761697551
"FDP20","OUT027",3301.39378263753
"FDI35","OUT045",2842.47879605724
"DRY23","OUT013",737.87629505678
"FDA56","OUT017",2053.25132296863
"FDB09","OUT013",2048.56595102943
"NCO26","OUT027",3131.11342137793
"FDQ49","OUT018",2101.84520695865
"FDI52","OUT027",3252.49288968539
"FDZ44","OUT027",3091.16287272795
"FDZ09","OUT018",2394.05779256633
"FDY03","OUT049",1918.76200856448
"NCG42","OUT017",2091.66385214223
"DRI13","OUT027",4164.67905831463
"FDQ32","OUT013",2030.84499343079
"FDW16","OUT035",1540.65760488217
"FDU27","OUT046",790.255205205754
"FDR28","OUT010",348.61725171402
"FDQ49","OUT010",358.032053863228
"FDS37","OUT046",1828.20305224889
"FDW26","OUT018",3052.28046170763
"FDX12","OUT018",3163.16489777599
"NCP06","OUT013",2374.28521688951
"FDW45","OUT010",306.209136211115
"NCN30","OUT049",1534.48999861211
"FDN24","OUT049",843.186148467387
"NCL41","OUT027",884.417448253095
"FDR02","OUT019",286.40766062307
"FDD09","OUT010",396.360893795151
"FDS33","OUT010",166.066701224352
"FDU22","OUT045",1928.50721854992
"FDI53","OUT013",2544.79724694354
"DRH01","OUT049",2450.54036252801
"FDX32","OUT013",2425.36854645319
"NCP30","OUT018",500.813516262017
"FDB60","OUT045",2846.55344258018
"FDB14","OUT049",1582.4366333762
"NCP02","OUT035",946.003337413639
"FDJ10","OUT017",2465.69195781646
"FDG34","OUT046",1824.41518868305
"NCB18","OUT017",1364.42318175735
"FDM16","OUT049",1140.67241056947
"FDW25","OUT018",1158.90090185596
"FDB35","OUT010",185.157747199426
"DRN11","OUT013",2292.68234755766
"FDF41","OUT019",572.922350588817
"FDH16","OUT045",1328.04569470688
"NCQ50","OUT018",2999.31053812043
"DRH23","OUT018",741.992568919682
"DRJ37","OUT013",2471.1492406246
"DRJ24","OUT027",4421.13340066415
"FDY16","OUT035",3132.55003961553
"FDQ27","OUT045",1531.09711296956
"FDZ33","OUT045",2273.89222426718
"FDF29","OUT045",2223.29040111175
"FDA08","OUT049",2881.98024736433
"FDG31","OUT046",1090.5139490172
"FDE34","OUT019",390.455933114987
"NCR30","OUT027",2140.0731685693
"FDV33","OUT035",3766.28638306813
"DRZ24","OUT018",1701.0295490853
"NCL54","OUT035",3011.61151533455
"FDR12","OUT049",3082.92769709286
"NCC54","OUT046",3633.42955730818
"DRN59","OUT013",724.657016183814
"FDX50","OUT019",290.564060530579
"FDV31","OUT027",4438.4416850168
"NCA29","OUT027",4281.04300798109
"FDW60","OUT049",3027.73786723811
"FDX08","OUT017",3150.84057739778
"DRD49","OUT013",3976.6057317922
"FDD33","OUT046",3332.19424007618
"FDW35","OUT013",529.787648575093
"FDJ36","OUT017",1776.72363379507
"FDV51","OUT035",2882.34222895121
"FDW36","OUT046",1708.79208462076
"FDH35","OUT046",2207.3582174474
"NCS30","OUT027",3473.45977374065
"FDN49","OUT017",602.929041394025
"FDL08","OUT018",3391.46018021203
"FDI09","OUT013",3169.48916742482
"FDP19","OUT018",1891.87517297114
"FDU21","OUT010",110.711576029654
"NCP41","OUT045",1824.92384894132
"FDY10","OUT013",1920.87678347037
"FDP12","OUT018",460.071357793452
"NCN26","OUT049",1915.46790965487
"FDK44","OUT013",3057.92102365514
"FDC28","OUT049",1717.23831939956
"FDJ41","OUT027",5105.70429800647
"NCT29","OUT035",2159.07035590689
"NCH42","OUT019",502.754835025654
"FDU60","OUT018",2258.4291014356
"FDS02","OUT045",2942.52652266597
"FDC51","OUT046",1998.42828227531
"FDU03","OUT013",3071.70698175971
"FDX39","OUT045",3237.15284686085
"NCY05","OUT010",130.288094584092
"NCL06","OUT027",4153.46637249832
"FDD32","OUT035",1349.14008891931
"NCN41","OUT045",2049.61375671699
"NCX53","OUT049",2520.53862913135
"FDU57","OUT019",338.281471942867
"FDQ23","OUT046",1625.17798668479
"FDQ52","OUT045",3686.17891454024
"FDC14","OUT045",676.862022217743
"FDY09","OUT035",3027.69295549939
"FDQ28","OUT045",2593.34762752569
"FDV25","OUT046",3883.73152929393
"FDJ07","OUT035",1849.15555148622
"DRB25","OUT049",1708.85403678
"FDK52","OUT019",516.879651301455
"FDY52","OUT027",1647.25802110201
"FDB28","OUT046",3437.52208730993
"FDT36","OUT035",614.224932555352
"FDV25","OUT017",3442.14564045326
"NCN07","OUT027",3398.12267737617
"FDC57","OUT017",3265.21981044234
"FDQ03","OUT018",3198.20953678292
"FDU23","OUT017",2891.36922119322
"NCX41","OUT035",3435.04536127597
"NCD06","OUT035",805.115004845144
"FDW08","OUT045",1708.89162747417
"NCU29","OUT017",2517.06267678206
"NCE06","OUT013",2462.75624104453
"FDV52","OUT010",270.890756744858
"FDB02","OUT017",3063.02642297416
"NCR18","OUT045",741.883717753276
"FDK16","OUT049",1479.87186132793
"NCQ29","OUT010",747.295011253666
"FDZ01","OUT019",289.675370871816
"FDW27","OUT035",2594.95942017629
"FDD17","OUT018",3342.50409298782
"FDW39","OUT013",2826.13894856835
"DRH59","OUT045",1108.65472758305
"FDS52","OUT013",1444.27122550371
"FDU40","OUT027",4228.93932806829
"NCF54","OUT013",2865.79032905861
"FDH46","OUT045",1563.30329429592
"NCP14","OUT049",1710.23861398736
"FDH50","OUT049",3399.9177479011
"DRF15","OUT010",325.92257216096
"FDV27","OUT027",2325.33585654971
"NCJ06","OUT049",2127.2305074112
"FDN02","OUT018",2807.93595861217
"FDQ51","OUT049",652.174545886355
