"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDZ14","OUT018",2470.87480970377
"DRG49","OUT049",3798.50317867166
"NCG06","OUT045",3555.05447811621
"DRC36","OUT045",2377.91063363824
"FDV21","OUT019",629.220021407771
"FDB53","OUT046",2162.19825110094
"DRP47","OUT019",2475.71410767667
"FDA14","OUT013",1904.79026457442
"DRC24","OUT035",2130.55436170204
"FDW21","OUT018",2218.25637330899
"NCH29","OUT046",1630.4631719701
"FDU58","OUT013",2549.08231816886
"FDY27","OUT017",2510.73884618728
"FDV56","OUT035",1571.59744479247
"FDT59","OUT046",3485.05567635788
"FDB23","OUT046",3412.43121946665
"FDR49","OUT045",494.766710766088
"FDB03","OUT010",1825.94334934451
"FDN39","OUT045",2233.75581640804
"FDX02","OUT027",4432.42081492891
"FDQ16","OUT027",2868.82964002601
"FDU35","OUT018",2104.52933489795
"NCT29","OUT013",1599.87390792175
"FDZ27","OUT046",970.485956584729
"FDN57","OUT017",1947.03299864998
"FDA03","OUT018",2793.39590357414
"FDZ36","OUT045",2538.98738010985
"NCU05","OUT013",1045.01869334976
"FDT39","OUT018",2912.12547509496
"FDK60","OUT017",1327.11168701624
"FDZ25","OUT017",2413.46667265484
"FDG12","OUT046",2020.42730595336
"DRB01","OUT019",1781.67877888152
"NCC43","OUT027",4763.34082005963
"FDX13","OUT019",2679.91997855416
"FDM22","OUT049",1207.84660049351
"FDJ03","OUT027",2023.43976199638
"FDU14","OUT018",4189.43848197225
"FDB33","OUT010",1034.02910559745
"FDP27","OUT046",2760.16929878478
"FDO38","OUT010",-240.543760117916
"FDE28","OUT027",4447.00400621488
"FDO27","OUT035",1123.63072921558
"DRL23","OUT027",2895.55095752879
"FDS28","OUT046",985.042052795794
"FDX24","OUT013",1268.01002116669
"FDZ02","OUT035",1365.03601967807
"FDL46","OUT045",1577.13524018234
"FDS60","OUT027",3868.15857853749
"NCO06","OUT017",414.881991866557
"FDO16","OUT035",1227.9498535404
"FDC60","OUT049",1593.61730146415
"FDA48","OUT018",3710.73373560276
"FDZ36","OUT027",3897.79747917237
"FDK27","OUT045",1703.55868425905
"FDW23","OUT018",1268.81022725152
"FDM14","OUT018",2348.36344458163
"FDM14","OUT013",1478.4991725611
"FDW60","OUT018",3287.83260395126
"FDE21","OUT013",1570.71841397267
"NCM42","OUT035",1557.96757022772
"FDY59","OUT010",108.616566909869
"DRI49","OUT049",1368.16782564217
"FDT28","OUT019",1296.15123248368
"FDQ22","OUT018",1333.84331814039
"FDR60","OUT049",1411.56103993804
"FDC50","OUT019",327.412856251544
"FDV24","OUT013",1945.55555732027
"DRF48","OUT010",1327.51371019905
"FDQ47","OUT046",595.465249868231
"DRN36","OUT049",1793.15359735732
"NCY06","OUT035",1771.54724437838
"FDE52","OUT035",1283.95672147452
"NCB54","OUT045",1748.35711888141
"NCF31","OUT035",2115.69068531453
"FDJ08","OUT027",3888.42008131679
"NCC07","OUT017",1547.97163989494
"NCD19","OUT027",2179.90477433462
"FDL46","OUT049",2077.6584979658
"FDM20","OUT045",3390.8438005442
"NCI06","OUT010",1255.62545290831
"DRM11","OUT035",3546.44482752612
"NCH07","OUT018",2896.39330764408
"FDS23","OUT013",1579.52269730317
"FDO49","OUT018",1490.37474047422
"FDS35","OUT049",1284.42725855454
"DRK39","OUT045",1128.50166141817
"DRI39","OUT049",1204.13367674813
"FDV04","OUT017",2066.4171105448
"NCN14","OUT035",2462.00614363025
"FDH08","OUT013",3154.52519277602
"FDS20","OUT046",2763.80005187033
"FDV40","OUT049",1563.58411569841
"FDZ48","OUT010",222.61981264355
"FDS24","OUT027",2578.4063247866
"FDK44","OUT049",2756.56242929184
"FDS48","OUT045",2022.50563427077
"FDK26","OUT010",1387.17502897594
"FDD23","OUT045",2574.76148738634
"NCH54","OUT017",2234.10864798352
"NCP14","OUT010",79.342419141823
"FDM60","OUT010",-674.636107282832
"FDV24","OUT017",2047.0046954714
"FDH08","OUT018",3966.64826945119
"FDS12","OUT027",2949.72351947141
"FDR39","OUT027",3795.61470050447
"FDP12","OUT027",1902.6052783745
"DRF60","OUT027",4603.10235939974
"FDC09","OUT035",1466.59046489165
"FDF50","OUT018",3403.72010075041
"FDG28","OUT035",3373.29355538137
"NCE19","OUT017",746.338766050357
"NCM53","OUT010",253.951041000783
"NCN18","OUT049",1997.50672404698
"FDF32","OUT035",2718.38268708027
"FDF11","OUT013",3260.03663168852
"DRI59","OUT049",3577.89951878128
"NCG54","OUT035",2305.21182309844
"FDM44","OUT046",1677.10402867087
"FDT57","OUT018",4052.26100947565
"FDV24","OUT046",2262.80226133576
"FDI50","OUT019",2448.84727121834
"FDS09","OUT035",660.708559288845
"NCC31","OUT027",3555.23802810981
"FDQ07","OUT019",2170.45190368928
"FDC22","OUT017",2536.58454194225
"FDZ56","OUT046",2618.88120015654
"FDZ40","OUT019",21.3350940286682
"FDS46","OUT027",2998.92834535684
"DRD24","OUT045",1936.05907325664
"FDV45","OUT017",2630.8926999615
"FDL26","OUT045",2101.49054448147
"FDA56","OUT018",2526.78501959738
"FDN27","OUT046",1886.70087642489
"FDM20","OUT049",3855.32238384167
"FDO16","OUT017",1231.88127817095
"FDL03","OUT035",2733.62451689909
"FDE58","OUT046",1845.52800233927
"FDI02","OUT027",2831.638137348
"NCC55","OUT019",-238.662957411221
"FDR03","OUT018",3664.93838025691
"FDB14","OUT017",1244.3657897603
"FDR45","OUT013",3257.93111708146
"NCN07","OUT017",1857.44000712278
"FDM51","OUT019",722.745383257471
"FDT52","OUT027",4753.24475592622
"FDL26","OUT046",2345.3833974727
"NCZ42","OUT046",3608.96985883269
"DRI47","OUT019",1328.76756167421
"FDW40","OUT013",1795.72031047641
"FDN34","OUT046",2537.84450328004
"FDS01","OUT035",2515.97101765411
"NCG55","OUT045",1615.86019275029
"FDC11","OUT035",1052.46817317191
"FDX35","OUT018",3856.53854878855
"NCB06","OUT046",2423.09308991549
"FDR09","OUT019",2734.83923684955
"FDC53","OUT017",1435.46519472444
"FDY45","OUT013",3394.93353382015
"FDA22","OUT010",967.429311492829
"FDE02","OUT035",1215.79817543363
"FDW21","OUT045",1438.51243664011
"FDV34","OUT046",1320.26385154711
"FDS59","OUT049",1999.49228399394
"NCW17","OUT017",1856.57379749396
"NCK54","OUT046",1908.69807357392
"FDG17","OUT019",2656.99737440137
"FDG35","OUT017",2383.3961820409
"FDD08","OUT010",-684.224510853184
"NCO07","OUT017",3009.38844619141
"FDJ10","OUT010",504.451044919346
"FDW36","OUT017",1469.22841159267
"FDW21","OUT010",144.229281476319
"FDY19","OUT017",1673.41848630817
"DRE03","OUT013",619.458150147929
"NCC55","OUT049",986.867051193369
"FDH52","OUT010",-341.118535264281
"FDO09","OUT017",3554.18952386712
"FDU43","OUT045",3277.23628616593
"FDX09","OUT010",1110.23110067487
"FDH40","OUT019",327.594651009017
"FDW58","OUT017",1524.90669866331
"FDC47","OUT017",3040.87811658382
"NCR41","OUT035",1369.86564453155
"DRG49","OUT035",3330.0736404274
"FDC52","OUT027",3541.92838997352
"FDY13","OUT046",1315.80021493307
"FDY35","OUT013",605.268159570547
"FDI35","OUT017",2531.12649944253
"NCU18","OUT049",2417.92372973031
"FDY33","OUT018",2873.41626565074
"FDC15","OUT027",3346.63665788514
"FDU01","OUT049",3031.62457389023
"NCU42","OUT046",2643.10758116399
"NCV29","OUT018",3269.66809008182
"NCY30","OUT017",2600.17182119898
"FDQ46","OUT049",1915.95665992372
"FDG58","OUT027",3425.37176087089
"FDK33","OUT017",3014.11252018397
"NCD07","OUT045",1583.10180888339
"NCX29","OUT027",3311.67559303594
"NCT42","OUT013",2017.86702599433
"DRN59","OUT035",616.884141590854
"FDI44","OUT035",1018.79468622612
"FDA45","OUT049",2744.87493505942
"FDP31","OUT045",731.223579918904
"FDY01","OUT046",1668.22013676041
"FDT09","OUT018",2650.91172949601
"DRH03","OUT027",2625.29685434979
"FDA36","OUT018",3418.07811018655
"NCF31","OUT017",2155.01843017666
"FDG14","OUT049",2564.47727048474
"FDG28","OUT027",4758.66875830324
"FDU14","OUT049",3936.24208141271
"FDY47","OUT019",1060.68007683688
"FDI56","OUT049",1647.15941216372
"DRD01","OUT013",681.003454897338
"FDM22","OUT046",968.811735882012
"FDH33","OUT013",386.027197472092
"DRZ24","OUT013",1492.18290708732
"NCQ38","OUT046",1764.75382081111
"FDO16","OUT027",2582.85255405765
"FDU07","OUT027",3408.72365478989
"NCB07","OUT013",2571.77835172697
"FDU48","OUT045",1809.60337238203
"NCM43","OUT045",2314.0195078342
"FDR31","OUT010",753.513233436613
"DRK49","OUT018",1343.35997056064
"NCI30","OUT010",2110.10965254745
"DRD60","OUT017",2531.12227150364
"NCG19","OUT046",3350.76477007298
"FDH12","OUT035",1411.30867715084
"FDM32","OUT035",1314.52501667699
"FDM27","OUT035",1989.49404195509
"NCU53","OUT027",3617.22742896761
"NCQ18","OUT046",1499.12402669216
"FDS10","OUT013",2399.35211407909
"FDB33","OUT027",3590.23374651876
"FDI12","OUT013",1053.14223691904
"NCW42","OUT013",2971.00142799169
"NCC06","OUT018",2587.54587206487
"FDW02","OUT017",1799.49709924366
"NCD43","OUT017",1535.45253324834
"FDM57","OUT018",1868.3549767567
"FDA58","OUT017",3196.42755250965
"FDK56","OUT046",2676.90832481503
"FDP52","OUT045",3137.80453266575
"FDW20","OUT018",2515.93119697116
"FDS52","OUT049",1921.20155556103
"NCT29","OUT018",2411.64630525322
"NCL54","OUT013",2317.72037293496
"FDC05","OUT045",2650.88572633416
"FDF34","OUT035",2764.10636874344
"FDP03","OUT027",3066.9594610957
"FDD32","OUT010",-66.0670482983455
"FDZ10","OUT045",1690.38090951753
"FDZ40","OUT035",770.542627313918
"FDD51","OUT018",1270.64362988557
"NCY30","OUT019",1796.16700144779
"FDP58","OUT017",2887.77367413428
"FDV49","OUT017",3713.21237500407
"FDY24","OUT019",-230.551532710277
"NCO55","OUT017",1455.76208158028
"FDR13","OUT017",1688.60954794021
"FDS51","OUT017",909.765952542183
"FDP26","OUT045",1296.00003733381
"NCB54","OUT027",3162.72572777913
"FDF32","OUT017",2719.09185164517
"FDN31","OUT018",3336.60665135041
"DRM48","OUT017",421.156138790363
"FDN20","OUT049",2830.67829416975
"DRL01","OUT046",3415.30464353002
"FDV56","OUT049",2009.94180545269
"DRH13","OUT027",2877.26292264467
"FDA03","OUT017",2058.77413088011
"FDF47","OUT027",4358.82137749854
"FDX32","OUT046",2200.1046019438
"FDX57","OUT049",1796.62894374194
"NCA30","OUT045",2499.34818816698
"FDO49","OUT013",649.514073848606
"FDL04","OUT019",532.94731878963
"DRM48","OUT035",409.855765078782
"FDR16","OUT013",2773.41944462762
"NCC19","OUT018",3360.13515413561
"NCE42","OUT045",3298.59459795839
"FDY24","OUT017",685.179598939005
"FDH19","OUT049",2900.43043980085
"FDJ46","OUT013",2305.92264574515
"FDN45","OUT010",1655.90249940525
"FDY08","OUT035",1756.78169226606
"FDZ37","OUT035",1261.15565531589
"NCT30","OUT045",606.751997506041
"DRY23","OUT018",1250.79462087723
"NCZ30","OUT018",2493.64187428904
"FDC44","OUT018",2141.74789658993
"FDB45","OUT035",1491.32130420954
"FDY04","OUT013",2194.44219033589
"FDM27","OUT046",2399.44898251143
"FDZ43","OUT017",3351.09088875503
"FDT39","OUT019",1431.78818410486
"NCC06","OUT019",1067.02177193612
"FDL15","OUT027",3480.41862575678
"FDL57","OUT017",3545.4219509298
"FDU08","OUT046",1645.79451137344
"FDK40","OUT017",3712.17721564218
"FDQ12","OUT010",1955.43382696731
"FDS48","OUT017",2161.41697761515
"FDP09","OUT045",2915.39590002952
"FDW21","OUT049",1894.72303240027
"FDY25","OUT035",2528.62132199593
"DRE13","OUT017",1231.60699629604
"FDV43","OUT019",-233.162350251033
"FDD22","OUT045",1435.83438381977
"FDM46","OUT019",217.149749024838
"NCO30","OUT010",1399.38607338081
"FDM25","OUT046",2643.08973556973
"NCN41","OUT049",2170.23048009891
"FDU24","OUT045",1155.07681342442
"FDZ50","OUT046",2748.18076398325
"FDP45","OUT013",3409.27563037311
"NCM54","OUT045",1734.48540262655
"FDW10","OUT019",1591.85472012878
"FDP20","OUT017",1802.20770838143
"FDK32","OUT046",2341.08429301853
"FDN52","OUT049",1562.51095479213
"FDM58","OUT045",1478.17671433764
"FDZ46","OUT027",2852.83912741876
"NCA18","OUT018",2385.01624878726
"FDD35","OUT046",1948.06442477905
"NCK31","OUT035",732.547919852089
"FDI40","OUT027",2650.29026399012
"FDT50","OUT019",452.266993746892
"NCT06","OUT046",2548.21082496416
"FDT31","OUT035",2648.90241949622
"FDT45","OUT049",1175.77733959554
"FDT13","OUT045",2615.710163382
"FDO50","OUT045",1203.24322721655
"NCU18","OUT010",690.459881411098
"NCR54","OUT049",3102.00314179012
"NCO18","OUT018",3273.1435960781
"FDU09","OUT045",733.474027348876
"FDT13","OUT018",3403.65888022744
"FDE09","OUT046",1840.29303388969
"NCK53","OUT019",688.445476947709
"FDG45","OUT049",3377.73002019511
"DRH15","OUT035",540.91746840053
"FDO21","OUT019",2433.32912151443
"FDD14","OUT027",3727.90159867176
"FDC09","OUT046",1711.65943028655
"FDH45","OUT027",1891.95512003873
"FDV32","OUT046",1089.37337461079
"FDG12","OUT035",1734.13119517222
"FDS32","OUT013",1895.53011522437
"NCL55","OUT018",4209.8146896846
"DRE01","OUT035",3160.97949315893
"DRE15","OUT049",1582.77776933059
"NCL42","OUT045",3411.18727101589
"FDP31","OUT013",647.225827806124
"FDN33","OUT018",1940.6811801785
"FDZ59","OUT046",2458.09622981795
"FDE45","OUT010",1232.79378212399
"FDJ07","OUT013",1602.80993912852
"FDQ45","OUT018",3362.43424466227
"FDM33","OUT027",4313.37542200028
"FDO15","OUT010",-94.4493459716638
"FDM46","OUT013",1018.23701640135
"FDR03","OUT045",2881.08098987639
"FDY49","OUT018",3132.73244524264
"FDQ60","OUT045",1552.67026836568
"FDW10","OUT049",2862.40663716372
"FDO51","OUT049",1097.63116158622
"FDJ40","OUT018",2279.15379144123
"FDS20","OUT018",3270.70614974694
"FDU45","OUT013",1491.60098746271
"FDV02","OUT035",2325.36667669848
"FDN09","OUT046",3593.1293347582
"NCM55","OUT027",3920.85961286695
"FDN23","OUT018",2739.89946623056
"FDY31","OUT010",768.966277671562
"FDW03","OUT010",288.18039564126
"FDD14","OUT046",2597.68730916585
"FDV23","OUT017",1689.3052053354
"DRI03","OUT045",2450.48392450177
"FDN13","OUT035",1226.379051813
"FDF45","OUT027",2261.24624844279
"FDU46","OUT035",1265.95662567731
"FDB57","OUT049",3583.72036405218
"FDV12","OUT049",1843.28674190702
"FDQ58","OUT013",2045.07222635704
"NCA18","OUT017",1633.88020715859
"FDH52","OUT049",1308.59716960337
"FDM24","OUT018",2811.48126401486
"NCP43","OUT027",3900.11797701501
"NCO18","OUT019",1756.66388656705
"FDM32","OUT017",1336.26982772073
"NCL07","OUT017",596.226864693124
"FDK03","OUT013",3385.16287704534
"FDP59","OUT017",1452.21390202525
"FDQ24","OUT049",3901.0399332047
"FDQ16","OUT018",2293.26433455402
"FDU44","OUT013",2132.79490739262
"FDH28","OUT010",-853.692123267452
"FDV28","OUT019",-541.319476371913
"FDM22","OUT045",737.869465190933
"FDR56","OUT046",2880.21658894732
"FDV39","OUT049",3233.62951053949
"FDU37","OUT019",226.834812765459
"FDQ11","OUT010",2293.3482665403
"FDX02","OUT045",3055.07770876008
"NCS42","OUT018",2027.39069111134
"FDY57","OUT027",2560.47581347945
"FDB21","OUT049",3643.87727030615
"FDE28","OUT017",3080.40421130349
"FDQ55","OUT017",1660.54495378388
"FDA48","OUT049",3442.58228800185
"FDZ19","OUT045",2319.64776456102
"NCC43","OUT045",3404.8585138431
"NCV18","OUT046",1307.84380739952
"NCA42","OUT018",3003.22195214913
"FDY45","OUT046",3799.59335417451
"NCC30","OUT045",2493.9918315824
"FDM57","OUT013",1058.04480610366
"FDL09","OUT010",844.823496246953
"FDB09","OUT027",3076.75174250712
"FDT44","OUT035",1561.63847656105
"NCT06","OUT027",3659.59058548117
"FDX26","OUT049",2936.37981874805
"FDK32","OUT013",2043.00503431241
"DRA12","OUT046",2216.49007091209
"FDO46","OUT010",1426.56269187978
"FDE52","OUT013",1163.59284121425
"NCH42","OUT045",3186.04686137777
"FDV08","OUT035",620.24926977831
"FDB47","OUT018",3620.44699161563
"FDC28","OUT010",266.029713285729
"FDD22","OUT046",1727.90098719253
"FDS07","OUT027",2880.93764161083
"DRI13","OUT045",3001.0044342157
"FDG32","OUT018",3642.82512144759
"FDU14","OUT017",3504.45788990853
"FDD28","OUT019",52.9616282100079
"NCP41","OUT017",1609.466803981
"FDS08","OUT049",2865.77253620729
"FDX47","OUT045",2197.42509587835
"FDC53","OUT019",744.42908245659
"FDQ19","OUT035",3386.79206217735
"FDL14","OUT045",2161.03954453843
"FDM33","OUT019",2176.06044192212
"FDA51","OUT045",1383.48339839615
"FDZ27","OUT018",1495.48364085202
"FDT04","OUT046",736.694723373555
"DRC13","OUT049",2205.7663273273
"FDR16","OUT027",4250.62676566141
"FDQ03","OUT027",4577.29197119999
"FDE38","OUT035",2329.41037896547
"DRH23","OUT027",1971.86012484273
"FDT11","OUT019",1906.05591780275
"FDD09","OUT035",2522.52087301129
"FDR40","OUT045",1087.77452886301
"FDX07","OUT017",2610.06827567104
"FDR07","OUT035",1300.23210345317
"FDA51","OUT017",1444.30800176482
"FDT59","OUT019",2517.31647345503
"FDF20","OUT017",2744.39100317013
"FDR13","OUT045",1616.03717716184
"FDY26","OUT049",3402.76154831022
"FDW04","OUT017",1820.93248321215
"FDK52","OUT017",3112.89459603438
"FDN60","OUT049",2573.49380557985
"FDM09","OUT019",1498.65162410652
"FDP46","OUT049",1627.23604327643
"FDB50","OUT019",68.3851719486725
"NCQ29","OUT049",3958.52792888136
"FDP16","OUT027",4763.08862472233
"FDX33","OUT018",2878.38873081577
"FDP07","OUT010",1438.56764536539
"FDN22","OUT046",3565.84613635989
"FDF39","OUT049",4060.14255832136
"FDS21","OUT017",912.296602176172
"NCM42","OUT013",1447.22046567545
"FDK50","OUT019",1562.40167831607
"DRF13","OUT027",3407.13015607588
"FDH35","OUT018",2991.86191443161
"FDP60","OUT018",2142.77201835701
"DRJ49","OUT027",3200.63555699452
"NCT42","OUT019",1369.5202853175
"FDE38","OUT049",2789.65665635484
"FDI04","OUT049",3176.60222280759
"NCH54","OUT045",2137.04764393759
"FDT56","OUT049",1189.36687992787
"DRD15","OUT018",3959.05886796412
"FDV58","OUT013",2553.83509229776
"FDP21","OUT049",3074.25774191585
"FDH05","OUT013",3076.3572190576
"FDR10","OUT027",3639.96210800087
"NCP06","OUT045",2072.15143973758
"FDF33","OUT049",1965.88404672647
"DRK37","OUT013",2472.36048396459
"DRH49","OUT045",1096.39173221223
"FDT58","OUT013",2161.59514119361
"FDD41","OUT018",2159.94287396028
"FDP40","OUT018",2324.05274349694
"FDM51","OUT027",2807.78823468869
"FDO45","OUT010",-28.9635441518229
"FDW33","OUT010",82.0715196581252
"FDY24","OUT045",711.601506175978
"FDB10","OUT010",1964.29106519522
"FDM40","OUT035",1790.66391122559
"NCI06","OUT017",2538.74038305696
"FDW12","OUT019",1283.94087002397
"FDX48","OUT027",3540.42006937781
"NCW05","OUT027",2709.14408055453
"FDX27","OUT017",1259.61684782257
"DRM37","OUT045",2627.69186779903
"FDA38","OUT045",3351.0467050243
"FDR36","OUT046",716.327455484897
"FDZ45","OUT046",2946.76784935314
"FDG05","OUT017",2168.11952785202
"FDK28","OUT013",3460.1896078767
"FDV47","OUT045",1172.21048336862
"FDN21","OUT045",2140.92060793157
"FDP20","OUT027",3127.56345087859
"FDI35","OUT045",2483.35678814202
"DRY23","OUT013",426.993753992633
"FDA56","OUT017",1788.13006226754
"FDB09","OUT013",1610.8292348176
"NCO26","OUT027",2956.59493544395
"FDQ49","OUT018",2957.42824096544
"FDI52","OUT027",2973.74738111714
"FDZ44","OUT027",3004.5657643778
"FDZ09","OUT018",2933.18582881489
"FDY03","OUT049",1986.61714746072
"NCG42","OUT017",1848.8644803529
"DRI13","OUT027",4398.57175699114
"FDQ32","OUT013",1669.73430887773
"FDW16","OUT035",1283.86211865715
"FDU27","OUT046",716.113666958714
"FDR28","OUT010",1068.10883595485
"FDQ49","OUT010",975.853283303928
"FDS37","OUT046",1884.37544201745
"FDW26","OUT018",3727.40042327076
"FDX12","OUT018",4143.52253615757
"NCP06","OUT013",2028.83957605557
"FDW45","OUT010",768.082281800343
"NCN30","OUT049",1832.95684007445
"FDN24","OUT049",1115.8223075714
"NCL41","OUT027",1850.65229401969
"FDR02","OUT019",835.301239737114
"FDD09","OUT010",1316.82522251606
"FDS33","OUT010",-54.056650816942
"FDU22","OUT045",1553.55514772036
"FDI53","OUT013",2039.24958624786
"DRH01","OUT049",2797.18933835256
"FDX32","OUT013",1826.51768655514
"NCP30","OUT018",1357.79677998981
"FDB60","OUT045",2727.21876439928
"FDB14","OUT049",1688.94330934351
"NCP02","OUT035",827.359231393571
"FDJ10","OUT017",1839.63970093915
"FDG34","OUT046",1731.579680974
"NCB18","OUT017",1270.5741377097
"FDM16","OUT049",1527.55184781717
"FDW25","OUT018",1953.96203393842
"FDB35","OUT010",-34.0328341307149
"DRN11","OUT013",1722.64968788464
"FDF41","OUT019",2447.35529000154
"FDH16","OUT045",1200.12842655026
"NCQ50","OUT018",3728.95154956126
"DRH23","OUT018",1371.18051640732
"DRJ37","OUT013",1983.56677508909
"DRJ24","OUT027",3799.86177518508
"FDY16","OUT035",2476.41236063395
"FDQ27","OUT045",1445.68221224832
"FDZ33","OUT045",1930.32651220137
"FDF29","OUT045",1852.00832501605
"FDA08","OUT049",2721.9739553241
"FDG31","OUT046",1100.21022278017
"FDE34","OUT019",1751.95798960237
"NCR30","OUT027",2366.7254455477
"FDV33","OUT035",3586.29900298898
"DRZ24","OUT018",2395.82048701532
"NCL54","OUT035",2355.58946879562
"FDR12","OUT049",2895.96927896654
"NCC54","OUT046",3519.76972638336
"DRN59","OUT013",531.01106404543
"FDX50","OUT019",705.84061082674
"FDV31","OUT027",3738.52552805493
"NCA29","OUT027",3794.21262092376
"FDW60","OUT049",2972.58634279521
"FDX08","OUT017",2586.9913499477
"DRD49","OUT013",2982.07824249111
"FDD33","OUT046",3343.38200046177
"FDW35","OUT013",579.209951873546
"FDJ36","OUT017",1352.82691546342
"FDV51","OUT035",2314.7255331731
"FDW36","OUT046",1718.97573311948
"FDH35","OUT046",2491.86585110695
"NCS30","OUT027",3119.04290215805
"FDN49","OUT017",464.719094602768
"FDL08","OUT018",4153.52127051611
"FDI09","OUT013",3103.80528246809
"FDP19","OUT018",2361.74005832058
"FDU21","OUT010",-861.103779481782
"NCP41","OUT045",1535.45087916408
"FDY10","OUT013",1464.17659299248
"FDP12","OUT018",1299.51089203506
"NCN26","OUT049",2110.99984771031
"FDK44","OUT013",2216.09778971261
"FDC28","OUT049",1965.13443794596
"FDJ41","OUT027",5033.76624941012
"NCT29","OUT035",1699.59340655186
"NCH42","OUT019",2438.370895452
"FDU60","OUT018",3074.61610818655
"FDS02","OUT045",2510.59047154015
"FDC51","OUT046",2020.65829217735
"FDU03","OUT013",2376.0469786789
"FDX39","OUT045",2901.5375937558
"NCY05","OUT010",-736.608031002615
"NCL06","OUT027",4923.42167458758
"FDD32","OUT035",1084.82356978719
"NCN41","OUT045",1687.87950643874
"NCX53","OUT049",2483.54794743413
"FDU57","OUT019",1200.27673997292
"FDQ23","OUT046",1733.23537799041
"FDQ52","OUT045",3307.87974839786
"FDC14","OUT045",570.349691308517
"FDY09","OUT035",2463.18545265328
"FDQ28","OUT045",2135.23675506374
"FDV25","OUT046",3304.70952263707
"FDJ07","OUT035",1653.1127332915
"DRB25","OUT049",1883.37892013711
"FDK52","OUT019",2272.83883676859
"FDY52","OUT027",2307.89522816523
"FDB28","OUT046",2910.80688370454
"FDT36","OUT035",423.735993982402
"FDV25","OUT017",3103.15149569118
"NCN07","OUT027",3197.72175385381
"FDC57","OUT017",2695.76679078058
"FDQ03","OUT018",3983.36879285324
"FDU23","OUT017",2387.88060289159
"NCX41","OUT035",2994.65992796225
"NCD06","OUT035",587.937119721952
"FDW08","OUT045",1305.91985379185
"NCU29","OUT017",2083.20785863658
"NCE06","OUT013",2089.79017564348
"FDV52","OUT010",206.421852372067
"FDB02","OUT017",2512.18625974693
"NCR18","OUT045",637.226699188236
"FDK16","OUT049",1748.68152490511
"NCQ29","OUT010",2188.12157067058
"FDZ01","OUT019",798.816135023125
"FDW27","OUT035",2014.02632362414
"FDD17","OUT018",4070.16549644728
"FDW39","OUT013",2377.3540022261
"DRH59","OUT045",973.535173619286
"FDS52","OUT013",1396.79872330046
"FDU40","OUT027",4077.1281730005
"NCF54","OUT013",2331.13192049432
"FDH46","OUT045",1411.76495700196
"NCP14","OUT049",1814.765189123
"FDH50","OUT049",3012.68385355701
"DRF15","OUT010",914.782370559277
